ano_compra;"cnpj_instituicao";"sg_uf";"ds_esfera";dt_compra;dt_insercao;validade_compra;"co_catmat";"ds_item";"co_pdm";"co_grupo";"no_grupo";"co_classe";"no_classe";"fg_generico";"tp_compra";"sg_unidade_medida";"cnpj_fornecedor";"no_fornecedor";"cnpj_fabricante";"no_fabricante";qt_medicamento;"ds_observacao";"no_instituicao";"no_municipio";"un_medida_capacidade";"no_pdm";"nu_processo_compra";"nu_ata";"un_fornecimento";"registro_anvisa";"modalidade";vl_capacidade;vl_preco_unitario;vl_preco_total;co_seq_bps
"2026";"11264342000135";"RO";"MUNICIPAL";"27/07/2026";"17/08/2026";"12";"270621";"ESCOPOLAMINA BUTILBROMETO, APRESENTAÇÃO:ASSOCIADA COM DIPIRONA SÓDICA, DOSAGEM:4MG + 500MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL";"8254";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"31580603000133";"GLO COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA";"19570720000110";"HIPOLABOR FARMACEUTICA LTDA";"2000";"PROCESSO ADMINISTRATIVO PARA AQUISIÇÃO DE MEDICAMENTOS INJETÁVEIS COMPONENTES DA FARMÁCIA INTERNA CONFORME PROCESSO ADMINISTRATIVO Nº 322-05/2026, EDITAL DE PREGÃO ELETRÔNICO Nº 021/2026, ATA DE REGISTRO DE PREÇO 020/2026.";"FUNDO MUNICIPAL DE SAUDE DE ITAPUA DO OESTE - RO";"ITAPUA DO OESTE";"AMPOLA 5,00 ML";"ESCOPOLAMINA BUTILBROMETO";"00322-05/2026";"020/2026";"AMPOLA";"1134301210035";"Registro de Preços";"500.0";"1.36";"2720.0";"14652037"
"2026";"11607836000175";"PE";"MUNICIPAL";"17/03/2026";"03/09/2026";"12";"436856";"SAPATILHA HOSPITALAR, MATERIAL :NÃO TECIDO 100% POLIPROPILENO, MODELO:C/ ELÁSTICO, COR :C/ COR, GRAMATURA :CERCA DE 30 G/M2, TAMANHO :ÚNICO, TIPO USO :DESCARTÁVEL";"11939";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6532";"VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE FINALIDADES ESPECIAIS";;"ADMINISTRATIVA";;"04521989000130";"MUNDIAL EMPREENDIMENTO LTDA";"28415097000112";"ANAPOLIS INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA";"300";;"FUNDO MUNICIPAL DE SAUDE DE AMARAJI";"AMARAJI";"UNIDADE";"SAPATILHA HOSPITALAR";"005/2026";"022/2026";"UNIDADE";;"Pregão";;"5.2";"1560.0";"14652038"
"2026";"95594776000193";"PR";"MUNICIPAL";"20/08/2026";"03/09/2026";"12";"268236";"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO";"5118";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"21484336000147";"MMH MED COMERCIO DE PRODUTOS HOSPITALARES LTDA";"55972087000150";"JP INDUSTRIA FARMACEUTICA S/A";"5000";"COMPRAS REALIZADAS ATRAVÉS DO PREGÃO ELETRÔNICO 34/2026";"MUNICIPIO DE SANTA LUCIA";"SANTA LUCIA";"BOLSA 1000,00 ML";"CLORETO DE SÓDIO";"34";"34";"BOLSA";"1049100180181";"Pregão";"100000.0";"6.3";"31500.0";"14652040"
"2026";"95594776000193";"PR";"MUNICIPAL";"20/08/2026";"03/09/2026";"12";"268236";"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO";"5118";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"21484336000147";"MMH MED COMERCIO DE PRODUTOS HOSPITALARES LTDA";"55972087000150";"JP INDUSTRIA FARMACEUTICA S/A";"7000";"COMPRAS REALIZADAS ATRAVÉS DO PREGÃO ELETRÔNICO 34/2026";"MUNICIPIO DE SANTA LUCIA";"SANTA LUCIA";"BOLSA 500,00 ML";"CLORETO DE SÓDIO";"34";"34";"BOLSA";"1049100180173";"Pregão";"50000.0";"3.38";"23660.0";"14652041"
"2026";"95594776000193";"PR";"MUNICIPAL";"20/08/2026";"03/09/2026";"12";"268236";"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO";"5118";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"21484336000147";"MMH MED COMERCIO DE PRODUTOS HOSPITALARES LTDA";"55972087000150";"JP INDUSTRIA FARMACEUTICA S/A";"7000";"COMPRAS REALIZADAS ATRAVÉS DO PREGÃO ELETRÔNICO 34/2026";"MUNICIPIO DE SANTA LUCIA";"SANTA LUCIA";"BOLSA 100,00 ML";"CLORETO DE SÓDIO";"34";"34";"BOLSA";"1049100180157";"Pregão";"10000.0";"2.4";"16800.0";"14652042"
"2026";"95594776000193";"PR";"MUNICIPAL";"20/08/2026";"03/09/2026";"12";"268236";"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO";"5118";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"21484336000147";"MMH MED COMERCIO DE PRODUTOS HOSPITALARES LTDA";"55972087000150";"JP INDUSTRIA FARMACEUTICA S/A";"7000";"COMPRAS REALIZADAS ATRAVÉS DO PREGÃO ELETRÔNICO 34/2026";"MUNICIPIO DE SANTA LUCIA";"SANTA LUCIA";"BOLSA 250,00 ML";"CLORETO DE SÓDIO";"34";"34";"BOLSA";"1049100180165";"Pregão";"25000.0";"2.98";"20860.0";"14652043"
"2026";"95594776000193";"PR";"MUNICIPAL";"20/08/2026";"03/09/2026";"12";"366913";"GLICOSE, COMPOSIÇÃO:ASSOCIADA AO CLORETO DE SÓDIO, CONCENTRAÇAO:5% + 0,9%, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:SISTEMA FECHADO";"8007";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"21484336000147";"MMH MED COMERCIO DE PRODUTOS HOSPITALARES LTDA";"55972087000150";"JP INDUSTRIA FARMACEUTICA S/A";"5000";"COMPRAS REALIZADAS ATRAVÉS DO PREGÃO ELETRÔNICO 34/2026";"MUNICIPIO DE SANTA LUCIA";"SANTA LUCIA";"BOLSA 250,00 ML";"GLICOSE";"34";"34";"BOLSA";"1049100190111";"Pregão";"25000.0";"3.6225";"18112.5";"14652044"
"2026";"95594776000193";"PR";"MUNICIPAL";"20/08/2026";"03/09/2026";"12";"366913";"GLICOSE, COMPOSIÇÃO:ASSOCIADA AO CLORETO DE SÓDIO, CONCENTRAÇAO:5% + 0,9%, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:SISTEMA FECHADO";"8007";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"21484336000147";"MMH MED COMERCIO DE PRODUTOS HOSPITALARES LTDA";"55972087000150";"JP INDUSTRIA FARMACEUTICA S/A";"5000";"COMPRAS REALIZADAS ATRAVÉS DO PREGÃO ELETRÔNICO 34/2026";"MUNICIPIO DE SANTA LUCIA";"SANTA LUCIA";"BOLSA 500,00 ML";"GLICOSE";"34";"34";"BOLSA";"1049100190128";"Pregão";"50000.0";"4.5885";"22942.5";"14652045"
"2026";"95594776000193";"PR";"MUNICIPAL";"20/08/2026";"03/09/2026";"12";"267743";"PREDNISONA, DOSAGEM:20 MG";"11154";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"02816696000154";"PONTAMED FARMACEUTICA LTDA";"19570720000110";"HIPOLABOR FARMACEUTICA LTDA";"15000";"COMPRAS REALIZADAS ATRAVÉS DO PREGÃO ELETRÔNICO 34/2026";"MUNICIPIO DE SANTA LUCIA";"SANTA LUCIA";"COMPRIMIDO";"PREDNISONA";"34";"34";"COMPRIMIDO";"1134302130086";"Pregão";;"0.134";"2010.0";"14652046"
"2026";"11607836000175";"PE";"MUNICIPAL";"17/03/2026";"03/09/2026";"12";"279763";"CATETER ASPIRAÇÃO TRAQUEAL, MATERIAL:PVC ATÓXICO FLEXÍVEL, TIPO USO:DESCARTÁVEL, CARACTERÍSTICAS ADICIONAIS:PONTA ATRAUMÁTICA, ORIFÍCIOS DISTAIS LATERALIZADOS, TIPO EMBALAGEM:ESTÉRIL, EMBALAGEM INDIVIDUAL, ESPESSURA:Nº 8";"14736";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";;"04521989000130";"MUNDIAL EMPREENDIMENTO LTDA";"04521989000130";"MUNDIAL EMPREENDIMENTO LTDA";"1200";;"FUNDO MUNICIPAL DE SAUDE DE AMARAJI";"AMARAJI";"UNIDADE";"CATETER ASPIRAÇÃO TRAQUEAL";"005/2026";"022/2026";"UNIDADE";;"Pregão";;"0.48";"576.0";"14652047"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"267502";"ÁCIDO ACETILSALICÍLICO, DOSAGEM:100 MG";"353";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"57507378000365";"EMS S/A";"64000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"ÁCIDO ACETILSALICÍLICO";"1030/2026";"16/2026";"COMPRIMIDO";"1023505080278";"Pregão";;"0.4";"25600.0";"14652048"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"267512";"AMITRIPTILINA CLORIDRATO, DOSAGEM:25 MG";"5134";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"57507378000365";"EMS S/A";"40000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"AMITRIPTILINA CLORIDRATO";"1030/2026";"16/2026";"COMPRIMIDO";"1023508850041";"Pregão";;"0.04";"1600.0";"14652049"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"272434";"ANLODIPINO BESILATO, DOSAGEM:5 MG";"2411";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"57507378000365";"EMS S/A";"50000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"ANLODIPINO BESILATO";"1030/2026";"16/2026";"COMPRIMIDO";"1023505360068";"Pregão";;"0.03";"1500.0";"14652050"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"291770";"ESCITALOPRAM OXALATO, DOSAGEM:10 MG";"17604";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"57507378000365";"EMS S/A";"2000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"ESCITALOPRAM OXALATO";"1030/2026";"16/2026";"COMPRIMIDO";"1023510630043";"Pregão";;"0.1";"200.0";"14652051"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"267653";"ESPIRONOLACTONA, DOSAGEM:25 MG";"7024";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"57507378000365";"EMS S/A";"10000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"ESPIRONOLACTONA";"1030/2026";"16/2026";"COMPRIMIDO";"1023506320019";"Pregão";;"0.17";"1700.0";"14652052"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"294643";"IBUPROFENO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL";"8275";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"92265552000905";"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA";"500";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"FRASCO 30,00 ML";"IBUPROFENO";"1030/2026";"16/2026";"FRASCO";"1181903800029";"Pregão";"3000.0";"1.83";"915.0";"14652053"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"267671";"GLIBENCLAMIDA, DOSAGEM:5 MG";"8000";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"30000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"GLIBENCLAMIDA";"1030/2026";"16/2026";"COMPRIMIDO";"1558402870041";"Pregão";;"0.03";"900.0";"14652054"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"267676";"IBUPROFENO, DOSAGEM:600 MG";"8275";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"73856593000166";"PRATI, DONADUZZI & CIA LTDA";"20000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"IBUPROFENO";"1030/2026";"16/2026";"COMPRIMIDO";"1256801610080";"Pregão";;"0.14";"2800.0";"14652055"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"272365";"SERTRALINA CLORIDRATO, DOSAGEM:50MG";"12049";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"73856593000166";"PRATI, DONADUZZI & CIA LTDA";"30000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"SERTRALINA CLORIDRATO";"1030/2026";"16/2026";"COMPRIMIDO";"1256802710038";"Pregão";;"0.12";"3600.0";"14652056"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"267663";"FUROSEMIDA, DOSAGEM:40 MG";"7878";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"07640617000110";"DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA";"73856593000166";"PRATI, DONADUZZI & CIA LTDA";"3000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"FUROSEMIDA";"1030/2026";"16/2026";"COMPRIMIDO";"1256801950035";"Pregão";;"0.06";"180.0";"14652057"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"267618";"CARBAMAZEPINA, DOSAGEM:200 MG";"4509";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"31580603000133";"GLO COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA";"57507378000365";"EMS S/A";"10000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"CARBAMAZEPINA";"1030/2026";"16/2026";"COMPRIMIDO";"1023505480071";"Pregão";;"0.8";"8000.0";"14652058"
"2026";"11607836000175";"PE";"MUNICIPAL";"17/03/2026";"03/09/2026";"12";"438410";"SONDA TRATO URINÁRIO, MODELO:URETRAL, MATERIAL:SILICONE, CALIBRE:14 FRENCH, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPRIMENTO:CERCA 40 CM, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL";"2639";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";;"04521989000130";"MUNDIAL EMPREENDIMENTO LTDA";"04521989000130";"MUNDIAL EMPREENDIMENTO LTDA";"690";;"FUNDO MUNICIPAL DE SAUDE DE AMARAJI";"AMARAJI";"UNIDADE";"SONDA TRATO URINÁRIO";"005/2026";"022/2026";"UNIDADE";;"Pregão";;"0.52";"358.8";"14652059"
"2026";"11607836000175";"PE";"MUNICIPAL";"17/03/2026";"03/09/2026";"12";"451347";"TUBO ENDOTRAQUEAL, MATERIAL:PVC ARAMADO, MODELO:CURVA MAGILL, CALIBRE:4,5, TIPO PONTA:C/ PONTA DISTAL ATRAUMÁTICA, COMPONENTE 1:BALÃO ALTO VOLUME E BAIXA PRESSÃO, COMPONENTE 2:RADIOPACO, GRADUADO, TIPO CONECTOR:CONECTOR PADRÃO, ESTERILIDADE:ESTÉRIL, USO ÚNICO";"2224";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";;"04521989000130";"MUNDIAL EMPREENDIMENTO LTDA";"04521989000130";"MUNDIAL EMPREENDIMENTO LTDA";"800";;"FUNDO MUNICIPAL DE SAUDE DE AMARAJI";"AMARAJI";"UNIDADE";"TUBO ENDOTRAQUEAL";"005/2026";"022/2026";"UNIDADE";;"Pregão";;"3.1";"2480.0";"14652060"
"2026";"95422986000102";"PR";"MUNICIPAL";"25/05/2026";"07/08/2026";"12";"390514";"RESINA COMPOSTA, TIPO:FOTOPOLIMERIZÁVEL, TAMANHO PARTÍCULAS:MICROHÍBRIDA, ASPECTO FÍSICO:FLUIDA";"11676";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6520";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS";;"ADMINISTRATIVA";"G";"07978004000198";"DENTAL MED EQUIPAMENTOS E MATERIAIS ODONTOLOGICOS E HOSPITALARES LTDA";"32256235000135";"WHITENESS DO BRASIL INDUSTRIA LTDA";"36";;"MUNICIPIO DE FAZENDA RIO GRANDE";"FAZENDA RIO GRANDE";"SERINGA 1,20 G";"RESINA COMPOSTA";"200/2025";"60/2025";"SERINGA";;"Pregão";"120.0";"12.83";"461.88";"14652365"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"270992";"DICLOFENACO, APRESENTAÇÃO:SAL POTÁSSICO, DOSAGEM:50 MG";"6171";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"12889035000102";"INOVAMED HOSPITALAR LTDA";"02814497000107";"CIMED INDUSTRIA S.A.";"18000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"COMPRIMIDO";"DICLOFENACO";"27/2025";"N/A";"COMPRIMIDO";"1438101710011";"Pregão";;"0.0659";"1186.2";"14653224"
"2026";"11429173000146";"ES";"MUNICIPAL";"07/01/2026";"11/02/2026";"12";"368779";"EXTRATO MEDICINAL, PRINCÍPIO ATIVO:GUACO (MIKANIA GLOMERATA SPRENG.), FORMA FARMACÊUTICA:EXTRATO FLUIDO";"18455";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";"ML";"00874929000140";"MED CENTER COMERCIAL LTDA";"02456955000183";"NATULAB LABORATORIO S.A";"1500";"Ata 01/226 - Acácia comér. de medicam. Ata 02/26 - CDR Brasil comér. Ata 03/26 - Cofarminas comér. de prod. farmacêuticos Ata 04/26 - Comercial cirúrgica Rioclarence Ata 05/26 - Conquista Distri. de medic. e prod. hospita. Ata 06/26 - Costa Camargo Comercio de Produtos Hospitalares Ata 07/26 - Dimaster comercio de produtos hospitalares Ata 08/26 - Distribuidora de medicame. Backes Ata 09/26 - Exclusiva distribu. de medicame. Ata 10/26 - Fresenius Kabi Brasil LTDA Ata 11/26 - Hospdrogas comercial LTDA matriz Ata 12/26 - Hospidrogas comercial de prod. hospitalares Ata 13/26 - JC prod. Farmacê. Hosp. Ata 14/26 - Med Center comer. Ata 15/26 - Medka distri. hospita. Ata 16/26 - Nova Oeste dis. de med. Ata 17/26 - Novasul Comer. de produtos hospi. Ata 18/26 - Santisa labo. farmac. Ata 19/26 - Target Med. e produ Hosp Ata 20/26 - TS farma distribui. Ata 21/26 - Unique distri. de medicam. Ata 22/26 - Viva farmaceutica Ata 23/26 - VLS medicamentos";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"RIO BANANAL";"FRASCO 120,00 ML";"EXTRATO MEDICINAL";"3242/2025";"Diversas";"FRASCO";;"Registro de Preços";"12000.0";"2.3";"3450.0";"14656869"
"2026";"76416866000140";"PR";"ESTADUAL";"23/01/2026";"19/02/2026";"12";"393138";"EVEROLIMO, CONCENTRAÇÃO:5 MG";"1972";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"JUDICIAL";;"07752236000808";"MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A";"03978166000175";"DR.REDDY'S FARMACEUTICA DO BRASIL LTDA";"2880";"Registro de Preços, pelo período de 1 (um) ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de Medicamentos – (DEMANDA JUDICIAL 49)";"SECRETARIA DE ESTADO DA SAUDE";"CURITIBA";"COMPRIMIDO";"EVEROLIMO";"245367538";"1799";"COMPRIMIDO";"1514300820019";"Pregão";;"43.1";"124128.0";"14657806"
"2026";"11718406000120";"SE";"MUNICIPAL";"23/01/2026";"25/02/2026";"12";"448577";"MICOFENOLATO, COMPOSIÇÃO:DE SÓDIO, CONCENTRAÇÃO:360 MG";"9716";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"JUDICIAL";;"17854549000146";"MAIS MED COMERCIO DE PRODUTOS HOSPITALAR LTDA";"57507378000365";"EMS S/A";"1200";;"FUNDO MUNICIPAL DE SAUDE";"ARACAJU";"COMPRIMIDO";"MICOFENOLATO";"087/2025";"05/2026";"COMPRIMIDO";"1023511310141";"Pregão";;"7.8";"9360.0";"14657901"
"2026";"76416866000140";"PR";"ESTADUAL";"23/01/2026";"19/02/2026";"12";"612053";"BELZUTIFANO, 40 MG";"30144";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"JUDICIAL";;"12420164002109";"CM HOSPITALAR S.A.";"03560974000118";"MERCK SHARP & DOHME FARMACEUTICA LTDA.";"4320";"Registro de Preços, pelo período de 1 (um) ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de Medicamentos – (DEMANDA JUDICIAL 49)";"SECRETARIA DE ESTADO DA SAUDE";"CURITIBA";"COMPRIMIDO";"BELZUTIFANO";"245367538";"1799";"COMPRIMIDO";"1017102340013";"Pregão";;"943.91";"4077691.2";"14657934"
"2026";"92963560000160";"RS";"MUNICIPAL";"09/02/2026";"19/02/2026";"12";"269460";"ÁCIDO URSODESOXICÓLICO, CONCENTRAÇÃO:150 MG";"2035";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"92963560000160";"MUNICIPIO DE PORTO ALEGRE";"05035244000123";"SUN FARMACEUTICA DO BRASIL LTDA";"2500";"PRE 465/2025.";"MUNICIPIO DE PORTO ALEGRE";"PORTO ALEGRE";"COMPRIMIDO";"ÁCIDO URSODESOXICÓLICO";"25.0.000138668-1";"37762177";"COMPRIMIDO";"1468200980068";"Pregão";;"1.05";"2625.0";"14659597"
"2026";"76416866000140";"PR";"ESTADUAL";"05/02/2026";"19/02/2026";"12";"292372";"TOXINA BOTULÍNICA, PRINCÍPIO ATIVO:TIPO A, DOSAGEM:100 U, APRESENTAÇÃO:INJETÁVEL";"12852";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"JUDICIAL";;"05912018000183";"MERCO SOLUCOES EM SAUDE S/A";"11681446000145";"MERZ FARMACEUTICA COMERCIAL LTDA.";"276";"Registro de Preços, pelo período de 1 (um) ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de Medicamentos – (DEMANDA JUDICIAL 48)";"SECRETARIA DE ESTADO DA SAUDE";"CURITIBA";"FRASCO-AMPOLA";"TOXINA BOTULÍNICA";"245497660";"1944";"FRASCO-AMPOLA";"1880200010012";"Pregão";;"420.0";"115920.0";"14659598"
